,text,labels
18329,Mostly cloudy throughout the day.,2
18331,Foggy in the morning and afternoon.,2
18337,Mostly cloudy throughout the day.,2
18338,Overcast throughout the day.,2
18339,Windy overnight.,2
18341,Foggy until evening.,2
18342,Foggy in the afternoon.,2
18343,Partly cloudy throughout the day.,2
18345,Mostly cloudy throughout the day.,2
18346,Mostly cloudy throughout the day.,2
18347,Mostly cloudy throughout the day.,2
18350,Foggy overnight.,2
18351,Overcast throughout the day.,2
18352,Foggy in the afternoon and evening.,2
18353,Partly cloudy throughout the day.,2
18354,Mostly cloudy throughout the day.,2
18356,Clear throughout the day.,2
18358,Partly cloudy throughout the day.,2
18360,Overcast throughout the day.,2
18378,Mostly cloudy throughout the day.,2
18379,Partly cloudy throughout the day.,2
18402,Clear throughout the day.,2
18404,Partly cloudy throughout the day.,2
18405,Partly cloudy throughout the day.,2
18406,Clear throughout the day.,2
18407,Clear throughout the day.,2
18408,Clear throughout the day.,2
18409,Clear throughout the day.,2
18410,Mostly cloudy throughout the day.,2
18411,Partly cloudy throughout the day.,2
18416,Partly cloudy throughout the day.,2
18418,Mostly cloudy throughout the day.,2
18419,Mostly cloudy throughout the day.,2
18420,Clear throughout the day.,2
18421,Partly cloudy throughout the day.,2
18422,Mostly cloudy throughout the day.,2
18440,Clear throughout the day.,2
18441,Overcast throughout the day.,2
18442,Overcast throughout the day.,2
18443,Clear throughout the day.,2
18447,Mostly cloudy throughout the day.,2
18448,Overcast throughout the day.,2
18452,Mostly cloudy throughout the day.,2
18457,Humid throughout the day.,2
18463,Clear throughout the day.,2
18471,Mostly cloudy throughout the day.,2
18472,Overcast throughout the day.,2
18473,Overcast throughout the day.,2
18474,Overcast throughout the day.,2
18475,Clear throughout the day.,2
18477,Humid throughout the day.,2
18478,Humid and partly cloudy throughout the day.,2
18479,Partly cloudy throughout the day.,2
18480,Mostly cloudy throughout the day.,2
18489,Partly cloudy throughout the day.,2
18498,Mostly cloudy throughout the day.,2
18499,Overcast throughout the day.,2
18500,Partly cloudy throughout the day.,2
18519,Overcast throughout the day.,2
18520,Mostly cloudy throughout the day.,2
18521,Mostly cloudy throughout the day.,2
18522,Mostly cloudy throughout the day.,2
18523,Clear throughout the day.,2
18528,Mostly cloudy throughout the day.,2
18531,Mostly cloudy throughout the day.,2
18534,Partly cloudy throughout the day.,2
18554,Mostly cloudy throughout the day.,2
18555,Clear throughout the day.,2
18557,Partly cloudy throughout the day.,2
18558,Partly cloudy throughout the day.,2
18559,Mostly cloudy throughout the day.,2
18564,Clear throughout the day.,2
18572,Partly cloudy throughout the day.,2
18579,Mostly cloudy throughout the day.,2
18580,Partly cloudy throughout the day.,2
18581,Mostly cloudy throughout the day.,2
18582,Mostly cloudy throughout the day.,2
18583,Partly cloudy throughout the day.,2
18584,Mostly cloudy throughout the day.,2
18586,Overcast throughout the day.,2
18589,Mostly cloudy throughout the day.,2
18590,Partly cloudy throughout the day.,2
18591,Partly cloudy throughout the day.,2
18629,Mostly cloudy throughout the day.,2
18647,Clear throughout the day.,2
18648,Partly cloudy throughout the day.,2
18653,Partly cloudy throughout the day.,2
18654,Partly cloudy throughout the day.,2
18656,Mostly cloudy throughout the day.,2
18657,Partly cloudy throughout the day.,2
18665,Clear throughout the day.,2
18666,Partly cloudy throughout the day.,2
18668,Partly cloudy throughout the day.,2
18669,Clear throughout the day.,2
18687,Partly cloudy throughout the day.,2
18688,Partly cloudy throughout the day.,2
18701,Partly cloudy throughout the day.,2
18713,Humid and mostly cloudy throughout the day.,2
18719,Humid and partly cloudy throughout the day.,2
18723,Humid and partly cloudy throughout the day.,2
18724,Humid and partly cloudy throughout the day.,2
18730,Partly cloudy throughout the day.,2
18731,Partly cloudy throughout the day.,2
18732,Partly cloudy throughout the day.,2
18735,Humid throughout the day.,2
18736,Humid and partly cloudy throughout the day.,2
18746,Humid and mostly cloudy throughout the day.,2
18747,Humid throughout the day.,2
18749,Humid and overcast throughout the day.,2
18751,Humid and mostly cloudy throughout the day.,2
18752,Humid and partly cloudy throughout the day.,2
18757,Clear throughout the day.,2
18759,Humid and partly cloudy throughout the day.,2
18772,Partly cloudy throughout the day.,2
18773,Mostly cloudy throughout the day.,2
18776,Partly cloudy throughout the day.,2
18777,Partly cloudy throughout the day.,2
18778,Partly cloudy throughout the day.,2
18779,Mostly cloudy throughout the day.,2
18780,Humid and mostly cloudy throughout the day.,2
18781,Humid and mostly cloudy throughout the day.,2
18790,Overcast throughout the day.,2
18795,Humid and mostly cloudy throughout the day.,2
18798,Partly cloudy throughout the day.,2
18800,Possible light rain overnight.,2
18802,Partly cloudy throughout the day.,2
18812,Partly cloudy throughout the day.,2
18813,Mostly cloudy throughout the day.,2
18842,Humid and overcast throughout the day.,2
18843,Possible light rain overnight.,2
18909,Possible light rain overnight.,2
18925,Partly cloudy throughout the day.,2
18938,Humid and partly cloudy throughout the day.,2
18939,Humid and mostly cloudy throughout the day.,2
18941,Humid and partly cloudy throughout the day.,2
18948,Partly cloudy throughout the day.,2
18955,Humid and partly cloudy throughout the day.,2
18960,Mostly cloudy throughout the day.,2
18961,Mostly cloudy throughout the day.,2
18962,Partly cloudy throughout the day.,2
18978,Humid and mostly cloudy throughout the day.,2
18986,Humid and mostly cloudy throughout the day.,2
18987,Humid and partly cloudy throughout the day.,2
18992,Humid and mostly cloudy throughout the day.,2
18995,Humid and overcast throughout the day.,2
18996,Humid and partly cloudy throughout the day.,2
18999,Humid and partly cloudy throughout the day.,2
19001,Humid and partly cloudy throughout the day.,2
19007,Humid and partly cloudy throughout the day.,2
19016,Humid and mostly cloudy throughout the day.,2
19017,Humid and mostly cloudy throughout the day.,2
19027,Humid and partly cloudy throughout the day.,2
19029,Humid and partly cloudy throughout the day.,2
19038,Humid and partly cloudy throughout the day.,2
19039,Humid and mostly cloudy throughout the day.,2
19040,Foggy in the morning.,2
19041,Overcast throughout the day.,2
19045,Overcast throughout the day.,2
19046,Partly cloudy throughout the day.,2
19051,Overcast throughout the day.,2
19052,Overcast throughout the day.,2
19053,Mostly cloudy throughout the day.,2
19054,Overcast throughout the day.,2
19055,Partly cloudy throughout the day.,2
19058,Mostly cloudy throughout the day.,2
19059,Mostly cloudy throughout the day.,2
19060,Partly cloudy throughout the day.,2
19062,Mostly cloudy throughout the day.,2
19064,Mostly cloudy throughout the day.,2
19065,Overcast throughout the day.,2
19066,Overcast throughout the day.,2
19085,Mostly cloudy throughout the day.,2
19108,Possible drizzle overnight.,2
19116,Partly cloudy throughout the day.,2
19117,Partly cloudy throughout the day.,2
19118,Partly cloudy throughout the day.,2
19120,Overcast throughout the day.,2
19125,Mostly cloudy throughout the day.,2
19126,Mostly cloudy throughout the day.,2
19129,Mostly cloudy throughout the day.,2
19132,Mostly cloudy throughout the day.,2
19133,Mostly cloudy throughout the day.,2
19134,Partly cloudy throughout the day.,2
19140,Partly cloudy throughout the day.,2
19142,Clear throughout the day.,2
19144,Partly cloudy throughout the day.,2
19145,Mostly cloudy throughout the day.,2
19146,Partly cloudy throughout the day.,2
19147,Partly cloudy throughout the day.,2
19148,Partly cloudy throughout the day.,2
19152,Partly cloudy throughout the day.,2
19153,Mostly cloudy throughout the day.,2
19154,Mostly cloudy throughout the day.,2
19158,Partly cloudy throughout the day.,2
19160,Mostly cloudy throughout the day.,2
19164,Mostly cloudy throughout the day.,2
19180,Overcast throughout the day.,2
19184,Mostly cloudy throughout the day.,2
19187,Partly cloudy throughout the day.,2
19188,Partly cloudy throughout the day.,2
19189,Overcast throughout the day.,2
19191,Overcast throughout the day.,2
19193,Overcast throughout the day.,2
19194,Overcast throughout the day.,2
19195,Partly cloudy throughout the day.,2
19198,Clear throughout the day.,2
19207,Overcast throughout the day.,2
19210,Mostly cloudy throughout the day.,2
19214,Overcast throughout the day.,2
19215,Possible drizzle overnight.,2
19219,Partly cloudy throughout the day.,2
19222,Mostly cloudy throughout the day.,2
19223,Overcast throughout the day.,2
19224,Overcast throughout the day.,2
19228,Clear throughout the day.,2
19239,Mostly cloudy throughout the day.,2
19240,Overcast throughout the day.,2
19246,Possible drizzle overnight.,2
19253,Mostly cloudy throughout the day.,2
19260,Mostly cloudy throughout the day.,2
19268,Mostly cloudy throughout the day.,2
19308,Clear throughout the day.,2
19328,Partly cloudy throughout the day.,2
19350,Partly cloudy throughout the day.,2
19355,Partly cloudy throughout the day.,2
19357,Partly cloudy throughout the day.,2
19366,Partly cloudy throughout the day.,2
19376,Clear throughout the day.,2
19377,Overcast throughout the day.,2
19394,Partly cloudy throughout the day.,2
19397,Clear throughout the day.,2
19404,Mostly cloudy throughout the day.,2
19407,Clear throughout the day.,2
19415,Mostly cloudy throughout the day.,2
19416,Mostly cloudy throughout the day.,2
19423,Overcast throughout the day.,2
19424,Overcast throughout the day.,2
19426,Mostly cloudy throughout the day.,2
19430,Overcast throughout the day.,2
19431,Mostly cloudy throughout the day.,2
19432,Mostly cloudy throughout the day.,2
19447,Clear throughout the day.,2
19448,Overcast throughout the day.,2
19449,Overcast throughout the day.,2
19450,Clear throughout the day.,2
19455,Clear throughout the day.,2
19460,Partly cloudy throughout the day.,2
19461,Mostly cloudy throughout the day.,2
19462,Mostly cloudy throughout the day.,2
19463,Mostly cloudy throughout the day.,2
19469,Partly cloudy throughout the day.,2
19472,Partly cloudy throughout the day.,2
19476,Overcast throughout the day.,2
19477,Overcast throughout the day.,2
19478,Overcast throughout the day.,2
19484,Partly cloudy throughout the day.,2
19485,Mostly cloudy throughout the day.,2
19491,Mostly cloudy throughout the day.,2
19492,Humid and mostly cloudy throughout the day.,2
19493,Partly cloudy throughout the day.,2
19494,Mostly cloudy throughout the day.,2
19495,Mostly cloudy throughout the day.,2
19498,Mostly cloudy throughout the day.,2
19499,Mostly cloudy throughout the day.,2
19500,Partly cloudy throughout the day.,2
19502,Humid and partly cloudy throughout the day.,2
19506,Humid and mostly cloudy throughout the day.,2
19509,Humid and mostly cloudy throughout the day.,2
19510,Humid and partly cloudy throughout the day.,2
19511,Partly cloudy throughout the day.,2
19512,Mostly cloudy throughout the day.,2
19513,Partly cloudy throughout the day.,2
19515,Partly cloudy throughout the day.,2
19532,Clear throughout the day.,2
19533,Mostly cloudy throughout the day.,2
19538,Humid and partly cloudy throughout the day.,2
19550,Humid and partly cloudy throughout the day.,2
19560,Partly cloudy throughout the day.,2
19561,Clear throughout the day.,2
19562,Rain overnight.,2
19570,Humid and mostly cloudy throughout the day.,2
19575,Humid throughout the day.,2
19593,Humid and mostly cloudy throughout the day.,2
19628,Partly cloudy throughout the day.,2
19643,Overcast throughout the day.,2
19644,Partly cloudy throughout the day.,2
19653,Overcast throughout the day.,2
19654,Partly cloudy throughout the day.,2
19675,Overcast throughout the day.,2
19676,Foggy in the afternoon.,2
19677,Partly cloudy throughout the day.,2
19681,Clear throughout the day.,2
19686,Mostly cloudy throughout the day.,2
19687,Mostly cloudy throughout the day.,2
19696,Partly cloudy throughout the day.,2
19697,Partly cloudy throughout the day.,2
19707,Clear throughout the day.,2
19708,Foggy overnight.,2
19710,Mostly cloudy throughout the day.,2
19713,Mostly cloudy throughout the day.,2
19715,Foggy overnight.,2
19717,Mostly cloudy throughout the day.,2
19720,Overcast throughout the day.,2
19721,Partly cloudy throughout the day.,2
19722,Clear throughout the day.,2
19723,Partly cloudy throughout the day.,2
19724,Partly cloudy throughout the day.,2
19725,Mostly cloudy throughout the day.,2
19726,Partly cloudy throughout the day.,2
19727,Partly cloudy throughout the day.,2
19730,Mostly cloudy throughout the day.,2
19731,Foggy in the morning.,2
19732,Overcast throughout the day.,2
19733,Foggy overnight.,2
19736,Mostly cloudy throughout the day.,2
19737,Partly cloudy throughout the day.,2
19748,Foggy overnight.,2
19750,Partly cloudy throughout the day.,2
19756,Overcast throughout the day.,2
19760,Overcast throughout the day.,2
19765,Dangerously windy overnight.,2
19768,Partly cloudy throughout the day.,2
19772,Mostly cloudy throughout the day.,2
19773,Mostly cloudy throughout the day.,2
19774,Overcast throughout the day.,2
19777,Partly cloudy throughout the day.,2
19778,Light rain overnight.,2
19781,Overcast throughout the day.,2
19782,Overcast throughout the day.,2
19783,Partly cloudy throughout the day.,2
19785,Mostly cloudy throughout the day.,2
19786,Mostly cloudy throughout the day.,2
19790,Partly cloudy throughout the day.,2
19795,Overcast throughout the day.,2
19796,Partly cloudy throughout the day.,2
19797,Mostly cloudy throughout the day.,2
19800,Partly cloudy throughout the day.,2
19803,Clear throughout the day.,2
19804,Clear throughout the day.,2
19806,Partly cloudy throughout the day.,2
